reebok京东旗舰店
货到付款	1905	296	0.15538057742782152	76	0.03989501312335958
银行电汇	17769	1694	0.0953345714446508	801	0.045078507513084586
reebok官方商城
微信支付	224	5	0.022321428571428572	14	0.0625
支付宝	891	70	0.07856341189674523	30	0.03367003367003367
货到付款	142	17	0.11971830985915492	2	0.014084507042253521
reebok官方旗舰店
支付宝	58180	7057	0.12129597799931248	1920	0.03300103128222757

=======================
Article	Sold	Return	ReturnRate	Exchange	ExchangeRate
BD3850	2563	380	0.148263753413968	122	0.04760046820132657
BD3366	2509	188	0.07493025109605421	101	0.04025508170585891
BD2682	2035	208	0.10221130221130222	80	0.03931203931203931
V68764	1953	208	0.10650281618023553	81	0.041474654377880185
BD3598	1752	68	0.03881278538812785	41	0.023401826484018264
AR1322	1668	181	0.10851318944844125	54	0.03237410071942446
BS7527	1585	108	0.06813880126182965	73	0.04605678233438486
V67798	1545	114	0.07378640776699029	112	0.07249190938511327
BS7386	1462	136	0.09302325581395349	28	0.019151846785225718
BK5229	1406	100	0.07112375533428165	20	0.01422475106685633
V67800	1298	125	0.0963020030816641	99	0.07627118644067797
BK5231	1296	83	0.06404320987654322	26	0.020061728395061727
V67650	1291	92	0.07126258714175059	50	0.038729666924864445
BD4657	1256	133	0.10589171974522293	48	0.03821656050955414
BS6130	1147	115	0.1002615518744551	31	0.02702702702702703
BD2286	1122	107	0.09536541889483066	40	0.035650623885918005
BK4966	1085	84	0.07741935483870968	32	0.029493087557603687
BK4531	1074	145	0.13500931098696461	81	0.07541899441340782
BS3966	941	64	0.06801275239107332	29	0.030818278427205102
BD2047	889	89	0.10011248593925759	28	0.031496062992125984
BS7628	876	137	0.15639269406392695	19	0.021689497716894976
BD2621	872	79	0.09059633027522936	39	0.04472477064220184
BD3412	792	65	0.08207070707070707	33	0.041666666666666664
BD2211	702	60	0.08547008547008547	29	0.04131054131054131
V68765	691	127	0.1837916063675832	29	0.041968162083936326
BS7634	689	74	0.10740203193033382	19	0.027576197387518143
BS7360	686	62	0.09037900874635568	44	0.0641399416909621
BD2146	683	83	0.12152269399707175	24	0.03513909224011713
V67648	657	56	0.0852359208523592	28	0.0426179604261796
BD3581	653	62	0.09494640122511486	22	0.033690658499234305
BS9272	653	85	0.13016845329249618	17	0.026033690658499236
BD1577	643	122	0.18973561430793157	24	0.03732503888024884
BD2284	503	39	0.0775347912524851	22	0.0437375745526839
BS9271	476	63	0.1323529411764706	5	0.01050420168067227
AR2674	467	48	0.10278372591006424	31	0.06638115631691649
BD1659	465	38	0.08172043010752689	19	0.04086021505376344
M42932	446	63	0.1412556053811659	32	0.07174887892376682
BD3270	445	29	0.0651685393258427	16	0.035955056179775284
BD2777	431	50	0.11600928074245939	19	0.04408352668213457
BK3342	426	60	0.14084507042253522	7	0.01643192488262911
BD3584	418	40	0.09569377990430622	25	0.05980861244019139
BK3344	412	21	0.050970873786407765	3	0.007281553398058253
BD3167	391	45	0.11508951406649616	14	0.03580562659846547
BD3363	385	47	0.12207792207792208	13	0.033766233766233764
BD1972	359	37	0.10306406685236769	20	0.055710306406685235
BK4532	349	35	0.10028653295128939	25	0.07163323782234957
AR0455	349	39	0.11174785100286533	6	0.017191977077363897
BD3582	346	30	0.08670520231213873	12	0.03468208092485549
BK4963	336	26	0.07738095238095238	4	0.011904761904761904
BD4461	331	58	0.17522658610271905	9	0.027190332326283987
BD5460	329	34	0.1033434650455927	7	0.02127659574468085
BD2099	316	22	0.06962025316455696	17	0.05379746835443038
BD1973	314	62	0.19745222929936307	11	0.03503184713375796
M41415	309	34	0.11003236245954692	20	0.06472491909385113
BS3713	302	21	0.0695364238410596	8	0.026490066225165563
BD4460	299	44	0.14715719063545152	26	0.08695652173913043
BD2692	294	21	0.07142857142857142	9	0.030612244897959183
M41414	294	21	0.07142857142857142	16	0.05442176870748299
BD2289	290	25	0.08620689655172414	14	0.04827586206896552
BD1356	281	33	0.11743772241992882	4	0.014234875444839857
BK3164	280	33	0.11785714285714285	7	0.025
BP7953	279	19	0.06810035842293907	16	0.05734767025089606
BS7362	279	29	0.1039426523297491	10	0.035842293906810034
BJ8996	275	36	0.13090909090909092	23	0.08363636363636363
BD2778	272	53	0.1948529411764706	11	0.04044117647058824
AR1370	257	19	0.07392996108949416	4	0.01556420233463035
BS7361	254	34	0.13385826771653545	12	0.047244094488188976
28412	251	28	0.11155378486055777	4	0.01593625498007968
BS7259	251	35	0.1394422310756972	16	0.06374501992031872
BK1920	247	30	0.1214574898785425	1	0.004048582995951417
AR1371	244	27	0.11065573770491803	9	0.036885245901639344
BS9270	244	42	0.1721311475409836	5	0.020491803278688523
V65751	244	35	0.14344262295081966	21	0.0860655737704918
BK4961	232	25	0.10775862068965517	2	0.008620689655172414
V69320	230	30	0.13043478260869565	6	0.02608695652173913
V67653	220	19	0.08636363636363636	8	0.03636363636363636
BK4729	217	19	0.08755760368663594	2	0.009216589861751152
BD4668	208	17	0.08173076923076923	3	0.014423076923076924
BD3131	203	28	0.13793103448275862	13	0.06403940886699508
BD4951	196	33	0.1683673469387755	9	0.04591836734693878
AP4230	195	28	0.14358974358974358	6	0.03076923076923077
BD2069	194	31	0.15979381443298968	6	0.030927835051546393
BD4673	183	23	0.12568306010928962	4	0.02185792349726776
BJ8995	183	26	0.14207650273224043	6	0.03278688524590164
BS7295	174	16	0.09195402298850575	10	0.05747126436781609
BP7956	172	8	0.046511627906976744	5	0.029069767441860465
BD5595	170	35	0.20588235294117646	7	0.041176470588235294
BD1997	167	27	0.16167664670658682	2	0.011976047904191617
BS3717	166	26	0.1566265060240964	NA	NA
CV9816	164	19	0.11585365853658537	NA	NA
BD5343	164	26	0.15853658536585366	4	0.024390243902439025
BD1667	164	10	0.06097560975609756	4	0.024390243902439025
V67668	164	13	0.07926829268292683	6	0.036585365853658534
BD1991	162	28	0.1728395061728395	2	0.012345679012345678
BD3132	161	18	0.11180124223602485	11	0.06832298136645963
BK7297	160	21	0.13125	1	0.00625
BK6573	157	22	0.14012738853503184	2	0.012738853503184714
AJ3096	155	34	0.21935483870967742	6	0.03870967741935484
Z92722	154	32	0.2077922077922078	5	0.032467532467532464
AJ3061	153	40	0.26143790849673204	15	0.09803921568627451
BK4993	150	37	0.24666666666666667	19	0.12666666666666668
BK6576	149	20	0.1342281879194631	5	0.03355704697986577
BK4324	148	19	0.12837837837837837	5	0.033783783783783786
AR0088	147	16	0.10884353741496598	4	0.027210884353741496
BD4672	146	28	0.1917808219178082	6	0.0410958904109589
BD4935	146	16	0.1095890410958904	3	0.02054794520547945
BS7363	145	21	0.14482758620689656	15	0.10344827586206896
AR1698	144	12	0.08333333333333333	3	0.020833333333333332
AJ3329	140	20	0.14285714285714285	4	0.02857142857142857
BD4453	139	16	0.11510791366906475	1	0.007194244604316547
AQ9951	134	8	0.05970149253731343	NA	NA
BD4966	134	20	0.14925373134328357	6	0.04477611940298507
AK1347	134	19	0.1417910447761194	1	0.007462686567164179
BD4499	132	14	0.10606060606060606	1	0.007575757575757576
BD3998	131	24	0.183206106870229	2	0.015267175572519083
BD3123	130	16	0.12307692307692308	2	0.015384615384615385
AR0620	126	12	0.09523809523809523	1	0.007936507936507936
BD2768	126	12	0.09523809523809523	3	0.023809523809523808
AR0617	125	21	0.168	5	0.04
BD1897	125	23	0.184	6	0.048
